curLapTime,speedX,steer,accel,brake,gear,trackPos,angle,damage,rpm,distRaced
4.426,27.264,0.011299009959999993,1.0,0.0,2,0.297833,0.0710961,0.0,2040.27,15.6686
4.448,27.5546,0.007909306971999994,1.0,0.0,2,0.296299,0.0729114,0.0,2027.61,15.8414
4.47,27.8991,0.0,1.0,0.0,2,0.294872,0.073702,0.0,2025.22,16.0162
4.492,28.1145,0.0,1.0,0.0,2,0.293588,0.0735032,0.0,2087.34,16.1925
4.514,28.388,0.0,1.0,0.0,2,0.292472,0.0723688,0.0,2100.48,16.3707
4.536,28.6649,0.0,1.0,0.0,2,0.291554,0.0702059,0.0,2142.25,16.5507
4.558,28.9505,0.0,1.0,0.0,2,0.290886,0.0667083,0.0,2125.36,16.7325
4.58,29.165,0.0,1.0,0.0,2,0.29051,0.0619423,0.0,2175.44,16.9161
4.602,29.4649,0.05,1.0,0.0,2,0.290435,0.0560238,0.0,2179.66,17.1014
4.624,29.7893,0.1,1.0,0.0,2,0.290463,0.0509388,0.0,2200.1,17.2887
4.646,30.0903,0.15000000000000002,1.0,0.0,2,0.290323,0.047846,0.0,2238.7,17.4777
4.668,30.4323,0.2,1.0,0.0,2,0.289951,0.0464932,0.0,2237.36,17.6688
4.69,30.7451,0.25,1.0,0.0,2,0.289349,0.0465352,0.0,2277.77,17.8617
4.712,31.0565,0.3,1.0,0.0,2,0.288564,0.0474583,0.0,2306.53,18.0568
4.734,31.3884,0.35,1.0,0.0,2,0.287624,0.0489752,0.0,2319.76,18.2535
4.756,31.6939,0.24499999999999997,1.0,0.0,2,0.286549,0.0507638,0.0,2364.22,18.4523
4.778,32.0207,0.17149999999999996,1.0,0.0,2,0.285349,0.0528843,0.0,2368.31,18.653
4.8,32.3364,0.12004999999999996,1.0,0.0,2,0.284033,0.055247,0.0,2407.02,18.8556
4.822,32.672,0.08403499999999997,1.0,0.0,2,0.282607,0.0578224,0.0,2426.05,19.0602
4.844,33.019,0.058824499999999974,1.0,0.0,2,0.281074,0.0605938,0.0,2448.56,19.267
